frame,numero_pers,joint,x,y,confience
0,0,0,1920.04,606.899,0.839885
0,0,1,1920.03,648.127,0.8742479999999999
0,0,2,1866.97,648.133,0.881099
0,0,3,1855.05,730.776,0.9842789999999999
0,0,4,1896.37,777.829,0.937726
0,0,5,1978.97,642.365,0.873649
0,0,6,1996.32,724.685,0.920704
0,0,7,1955.49,772.011,0.9511879999999999
0,0,8,1920.03,771.924,0.8684769999999999
0,0,9,1890.61,771.95,0.880683
0,0,10,1861.02,830.915,0.809066
0,0,11,1855.25,966.373,0.876811
0,0,12,1955.43,771.851,0.9148149999999999
0,0,13,1978.9,830.661,0.7735179999999999
0,0,14,1978.94,966.274,0.8169759999999999
0,0,15,1908.45,589.583,0.921711
0,0,16,1943.31,589.564,0.8923439999999999
0,0,17,1902.2,589.566,0.835328
0,0,18,1949.7,589.626,0.852166
0,0,19,1961.22,1007.16,0.7008200000000001
0,0,20,1996.29,1001.54,0.705911
0,0,21,1978.79,978.029,0.6301939999999999
0,0,22,1855.38,1007.47,0.7297239999999999
0,0,23,1831.74,1007.17,0.660763
0,0,24,1861.06,977.959,0.714213
0,1,0,1166.22,1007.43,0.9386049999999999
0,1,1,1213.48,1030.91,0.839394
0,1,2,1178.04,1019.25,0.815112
0,1,3,1154.45,1095.49,0.7708809999999999
0,1,4,1142.87,1107.3,0.875575
0,1,5,1254.87,1042.68,0.8519589999999999
0,1,6,1289.98,1131.03,0.892762
0,1,7,1201.5,1142.7,0.9154200000000001
0,1,8,1242.77,1189.84,0.919051
0,1,9,1202.02,1189.74,0.8827659999999999
0,1,10,1219.42,1301.99,0.815384
0,1,11,1331.14,1348.99,0.863224
0,1,12,1260.64,1189.99,0.85806
0,1,13,1242.56,1331.05,0.929952
0,1,14,1248.54,1466.63,0.8944059999999999
0,1,15,1160.36,1001.22,0.514073
0,1,16,1183.97,1001.34,0.880254
0,1,17,0,0,0
0,1,18,1213.36,989.602,0.8378200000000001
0,1,19,1195.89,1484.58,0.873732
0,1,20,1219.31,1496.14,0.813256
0,1,21,1254.76,1478.42,0.791643
0,1,22,1331.12,1407.71,0.7428049999999999
0,1,23,1331.03,1395.95,0.763501
0,1,24,1342.87,1348.86,0.796751
0,2,0,2497.05,1814.18,0.659538
0,2,1,2615.12,1855.07,0.90746
0,2,2,2656.14,1807.85,0.883041
0,2,3,2602.91,1896.45,0.547748
0,2,4,2520.88,1943.43,0.821619
0,2,5,2591.19,1902.39,0.808504
0,2,6,2526.69,2090.62,0.887195
0,2,7,2391,2149.74,0.793574
0,2,8,2655.77,2149.71,0.5712229999999999
0,2,9,2691.24,2149.64,0.458955
0,2,10,0,0,0
0,2,11,0,0,0
0,2,12,2615.01,2149.75,0.595528
0,2,13,2520.76,2149.76,0.11412299999999999
0,2,14,0,0,0
0,2,15,0,0,0
0,2,16,2508.68,1808.03,0.7169179999999999
0,2,17,0,0,0
0,2,18,2555.72,1802.34,0.801006
0,2,19,0,0,0
0,2,20,0,0,0
0,2,21,0,0,0
0,2,22,0,0,0
0,2,23,0,0,0
0,2,24,0,0,0
1,0,0,1154.39,1007.55,0.9742419999999999
1,0,1,1201.84,1036.76,0.875536
1,0,2,1160.42,1019.35,0.846097
1,0,3,1148.57,1095.75,0.7853800000000001
1,0,4,1119.29,1101.27,0.791345
1,0,5,1248.73,1048.6,0.9046339999999999
1,0,6,1260.68,1148.45,0.886075
1,0,7,1178.19,1130.92,0.8479679999999999
1,0,8,1230.95,1195.58,0.878575
1,0,9,1195.9,1189.9,0.913882
1,0,10,1195.62,1307.65,0.9026989999999999
1,0,11,1289.74,1349.11,0.840687
1,0,12,1248.95,1195.78,0.913987
1,0,13,1236.95,1331.14,0.878478
1,0,14,1248.64,1466.69,0.9157369999999999
1,0,15,1148.8,1001.38,0.41955899999999996
1,0,16,1160.5,1001.56,0.9000119999999999
1,0,17,0,0,0
1,0,18,1201.53,1001.26,0.9004329999999999
1,0,19,1195.87,1484.49,0.9787
1,0,20,1219.37,1496.13,0.859557
1,0,21,1260.67,1478.33,0.759647
1,0,22,1295.68,1396.09,0.5606059999999999
1,0,23,1289.93,1390.08,0.570473
1,0,24,1301.74,1348.88,0.800723
1,1,0,1920.02,606.901,0.8405549999999999
1,1,1,1920.04,648.142,0.874092
1,1,2,1866.98,648.141,0.880115
1,1,3,1855.06,730.776,0.9875069999999999
1,1,4,1896.32,777.841,0.934566
1,1,5,1978.96,642.383,0.8732789999999999
1,1,6,1996.31,724.742,0.9282279999999999
1,1,7,1955.46,772.036,0.9547059999999999
1,1,8,1920,771.933,0.870263
1,1,9,1890.56,771.955,0.880976
1,1,10,1861.12,836.715,0.8067259999999999
1,1,11,1855.26,966.408,0.883262
1,1,12,1955.41,771.866,0.917995
1,1,13,1978.78,830.81,0.774276
1,1,14,1978.96,966.309,0.8232539999999999
1,1,15,1908.44,589.581,0.9217839999999999
1,1,16,1937.76,589.574,0.891111
1,1,17,1902.22,589.56,0.8253729999999999
1,1,18,1949.7,589.636,0.854634
1,1,19,1961.18,1007.21,0.719413
1,1,20,1996.26,1007.07,0.7197300000000001
1,1,21,1978.85,978.043,0.640829
1,1,22,1855.35,1007.49,0.745803
1,1,23,1831.7,1007.17,0.676628
1,1,24,1861.08,977.982,0.726646
1,2,0,2467.79,1814.35,0.567819
1,2,1,2608.57,1855.41,0.8814179999999999
1,2,2,2626.58,1802.04,0.7817879999999999
1,2,3,2579.42,1919.98,0.42669599999999996
1,2,4,2508.91,1949.34,0.80864
1,2,5,2567.5,1908.2,0.8263349999999999
1,2,6,2508.75,2090.43,0.868451
1,2,7,2349.93,2149.79,0.658704
1,2,8,2620.61,2149.74,0.539629
1,2,9,2661.78,2149.66,0.440436
1,2,10,0,0,0
1,2,11,0,0,0
1,2,12,2591.21,2149.77,0.519923
1,2,13,2479.35,2149.76,0.0673542
1,2,14,0,0,0
1,2,15,2467.92,1808.21,0.05777
1,2,16,2473.46,1808.07,0.599389
1,2,17,2562.09,1772.95,0.0755634
1,2,18,2520.54,1807.91,0.7433259999999999
1,2,19,0,0,0
1,2,20,0,0,0
1,2,21,0,0,0
1,2,22,0,0,0
1,2,23,0,0,0
1,2,24,0,0,0
2,0,0,1919.94,606.882,0.842017
2,0,1,1920.02,648.124,0.874626
2,0,2,1866.95,648.128,0.8817039999999999
2,0,3,1855.05,730.768,0.988718
2,0,4,1896.33,777.848,0.9341569999999999
2,0,5,1978.96,642.366,0.873054
2,0,6,1996.33,724.721,0.928763
2,0,7,1955.47,772.034,0.955888
2,0,8,1919.98,771.913,0.8717
2,0,9,1890.55,771.935,0.879859
2,0,10,1861.1,836.578,0.811148
2,0,11,1855.25,966.383,0.8816400000000001
2,0,12,1955.4,771.843,0.9173159999999999
2,0,13,1978.91,825.072,0.781227
2,0,14,1984.72,966.145,0.8302379999999999
2,0,15,1908.38,589.572,0.926658
2,0,16,1937.68,589.555,0.889133
2,0,17,1902.17,589.541,0.8260719999999999
2,0,18,1949.65,589.601,0.864072
2,0,19,1961.32,1007.11,0.695182
2,0,20,1996.35,1001.45,0.709749
2,0,21,1984.61,977.842,0.640682
2,0,22,1855.32,1007.55,0.7490709999999999
2,0,23,1831.63,1007.22,0.684109
2,0,24,1861.06,977.955,0.726576
2,1,0,1142.68,1007.56,0.9513889999999999
2,1,1,1196.02,1042.54,0.8923709999999999
2,1,2,1154.72,1025.12,0.8467359999999999
2,1,3,1142.64,1107.32,0.755234
2,1,4,1107.48,1101.27,0.8102469999999999
2,1,5,1237.09,1048.57,0.884331
2,1,6,1243.03,1148.51,0.9558989999999999
2,1,7,1154.75,1113.4,0.918539
2,1,8,1201.94,1196,0.919524
2,1,9,1184.04,1195.76,0.889459
2,1,10,1154.61,1301.99,0.885782
2,1,11,1248.91,1366.55,0.8484800000000001
2,1,12,1242.63,1201.62,0.914925
2,1,13,1225.22,1336.91,0.827355
2,1,14,1248.52,1460.83,0.9088919999999999
2,1,15,1136.81,1001.27,0.168754
2,1,16,1148.64,1007.02,0.9489489999999999
2,1,17,0,0,0
2,1,18,1189.67,1001.26,0.870327
2,1,19,1195.87,1490.06,1.01105
2,1,20,1219.27,1496.14,0.8743500000000001
2,1,21,1260.6,1478.14,0.784246
2,1,22,1237.04,1419.45,0.448042
2,1,23,1242.7,1401.76,0.41262299999999996
2,1,24,1278.29,1366.44,0.703649
2,2,0,2444.13,1825.92,0.601305
2,2,1,2567.97,1855.13,0.896592
2,2,2,2608.8,1802.05,0.8239400000000001
2,2,3,2561.72,1902.49,0.45678599999999997
2,2,4,2485.26,1949.27,0.765268
2,2,5,2549.88,1902.54,0.800318
2,2,6,2473.33,2084.87,0.892594
2,2,7,2332.45,2149.8,0.583028
2,2,8,2614.68,2149.72,0.5536789999999999
2,2,9,2656.01,2108.49,0.463364
2,2,10,2467.31,2149.72,0.0521417
2,2,11,0,0,0
2,2,12,2579.46,2149.76,0.550972
2,2,13,2467.4,2149.68,0.10625899999999999
2,2,14,0,0,0
2,2,15,0,0,0
2,2,16,2449.95,1813.8,0.682012
2,2,17,0,0,0
2,2,18,2497,1807.88,0.801361
2,2,19,0,0,0
2,2,20,0,0,0
2,2,21,0,0,0
2,2,22,0,0,0
2,2,23,0,0,0
2,2,24,0,0,0
3,0,0,1131.06,1013,0.9383849999999999
3,0,1,1195.58,1042.74,0.882693
3,0,2,1148.89,1030.97,0.838004
3,0,3,1142.61,1107.53,0.7147939999999999
3,0,4,1107.29,1101.66,0.847752
3,0,5,1231.18,1054.11,0.868556
3,0,6,1237.06,1148.6,0.913067
3,0,7,1148.78,1107.59,0.966951
3,0,8,1201.6,1195.99,0.9497939999999999
3,0,9,1172.24,1195.72,0.879479
3,0,10,1148.84,1307.6,0.8944249999999999
3,0,11,1248.57,1383.89,0.8798189999999999
3,0,12,1236.95,1201.6,0.9014089999999999
3,0,13,1225.29,1337.08,0.835523
3,0,14,1248.63,1466.59,0.9127400000000001
3,0,15,1119.3,1001.41,0.309155
3,0,16,1142.83,1007.11,0.94232
3,0,17,0,0,0
3,0,18,1178.08,1001.37,0.860363
3,0,19,1195.94,1490.13,1.01424
3,0,20,1219.37,1496.2,0.868749
3,0,21,1266.47,1478.1,0.7955369999999999
3,0,22,1213.36,1431.21,0.508095
3,0,23,1207.75,1425.29,0.46773099999999995
3,0,24,1272.3,1378.39,0.6849109999999999
3,1,0,1920.11,606.939,0.837171
3,1,1,1920.02,648.131,0.876004
3,1,2,1866.94,648.117,0.884662
3,1,3,1854.99,730.765,0.9797929999999999
3,1,4,1896.3,777.737,0.940946
3,1,5,1978.98,642.367,0.876467
3,1,6,1996.33,724.911,0.9365549999999999
3,1,7,1955.38,777.446,0.951635
3,1,8,1919.97,772.032,0.870995
3,1,9,1890.55,772.044,0.8779739999999999
3,1,10,1861.22,842.562,0.76751
3,1,11,1855.16,971.94,0.8409669999999999
3,1,12,1955.39,771.952,0.918802
3,1,13,1967.24,824.95,0.782864
3,1,14,1967.08,966.257,0.817874
3,1,15,1908.49,589.603,0.9177000000000001
3,1,16,1943.36,589.587,0.8914749999999999
3,1,17,1902.18,589.568,0.846063
3,1,18,1949.7,589.627,0.823716
3,1,19,1955.4,1007.14,0.6370979999999999
3,1,20,1984.84,1001.47,0.611715
3,1,21,1961.26,977.96,0.608042
3,1,22,1855.39,1007.56,0.648833
3,1,23,1837.45,1007.25,0.595167
3,1,24,1860.95,978.03,0.6674019999999999
3,2,0,2432.23,1831.76,0.493677
3,2,1,2562.04,1855.42,0.911503
3,2,2,2597.11,1790.55,0.7698269999999999
3,2,3,2555.79,1914.06,0.41501499999999997
3,2,4,2473.46,1949.61,0.6892
3,2,5,2526.37,1914.19,0.768277
3,2,6,2461.53,2084.82,0.837495
3,2,7,2332.29,2149.81,0.5073949999999999
3,2,8,2608.73,2149.71,0.5452549999999999
3,2,9,2650.12,2102.73,0.420073
3,2,10,0,0,0
3,2,11,0,0,0
3,2,12,2567.7,2149.76,0.585441
3,2,13,2467.34,2149.72,0.14740799999999998
3,2,14,0,0,0
3,2,15,0,0,0
3,2,16,2432.34,1814.01,0.557086
3,2,17,2520.54,1784.52,0.06352139999999999
3,2,18,2479.51,1808.3,0.7421209999999999
3,2,19,0,0,0
3,2,20,0,0,0
3,2,21,0,0,0
3,2,22,0,0,0
3,2,23,0,0,0
3,2,24,0,0,0
4,0,0,1113.44,1012.98,0.962796
4,0,1,1183.92,1048.42,0.8472959999999999
4,0,2,1148.57,1036.78,0.797956
4,0,3,1125.14,1101.78,0.644965
4,0,4,1101.38,1101.33,0.797171
4,0,5,1207.74,1054.19,0.8737419999999999
4,0,6,1201.93,1148.91,0.9467479999999999
4,0,7,1142.69,1101.67,0.946738
4,0,8,1195.7,1201.5,0.946449
4,0,9,1154.88,1195.8,0.926659
4,0,10,1136.91,1313.6,0.858555
4,0,11,1201.97,1419.5,0.876898
4,0,12,1219.36,1201.85,0.851042
4,0,13,1219.36,1337.35,0.8746849999999999
4,0,14,1248.9,1460.7,0.897065
4,0,15,1107.64,1001.51,0.40663299999999997
4,0,16,1130.98,1007.05,0.8988689999999999
4,0,17,0,0,0
4,0,18,1160.47,1001.45,0.893131
4,0,19,1201.62,1490.32,0.8932669999999999
4,0,20,1236.75,1496.07,0.772708
4,0,21,1260.66,1472.5,0.851812
4,0,22,1172.25,1466.68,0.8478629999999999
4,0,23,1166.34,1448.87,0.799499
4,0,24,1231,1425.42,0.65876
4,1,0,1920.07,606.921,0.8375900000000001
4,1,1,1920.02,648.125,0.8758659999999999
4,1,2,1866.91,648.097,0.8867729999999999
4,1,3,1854.98,730.784,0.977568
4,1,4,1896.3,777.778,0.936954
4,1,5,1984.62,642.381,0.8762900000000001
4,1,6,1996.32,730.364,0.938469
4,1,7,1955.34,777.478,0.950888
4,1,8,1919.97,772.043,0.8734900000000001
4,1,9,1890.54,772.055,0.8782409999999999
4,1,10,1861.16,836.739,0.777592
4,1,11,1855.27,966.436,0.8431000000000001
4,1,12,1955.4,771.966,0.919604
4,1,13,1967.25,824.819,0.796997
4,1,14,1967.25,966.218,0.8187329999999999
4,1,15,1908.47,589.582,0.920684
4,1,16,1943.34,589.57,0.889504
4,1,17,1902.17,589.529,0.846564
4,1,18,1949.69,589.599,0.832884
4,1,19,1955.52,1007.11,0.642058
4,1,20,1990.57,1001.42,0.627707
4,1,21,1967.07,977.872,0.612084
4,1,22,1855.43,1007.58,0.649153
4,1,23,1837.51,1007.26,0.597924
4,1,24,1861.07,978.002,0.670617
4,2,0,2414.57,1849.23,0.706514
4,2,1,2538.21,1855.45,0.8422029999999999
4,2,2,2567.9,1790.42,0.788786
4,2,3,2520.7,1943.39,0.154689
4,2,4,2467.3,1972.96,0.167128
4,2,5,2508.61,1914.24,0.781261
4,2,6,2426.4,2090.47,0.9127700000000001
4,2,7,2326.28,2149.8,0.49599499999999996
4,2,8,2602.96,2102.53,0.582564
4,2,9,2632.38,2084.9,0.488174
4,2,10,2444.02,2149.78,0.0842049
4,2,11,0,0,0
4,2,12,2567.85,2149.68,0.63473
4,2,13,2432.22,2149.75,0.0852006
4,2,14,0,0,0
4,2,15,2402.8,1825.78,0.0552278
4,2,16,2420.28,1819.79,0.7346769999999999
4,2,17,0,0,0
4,2,18,2461.77,1808.38,0.788686
4,2,19,0,0,0
4,2,20,0,0,0
4,2,21,0,0,0
4,2,22,0,0,0
4,2,23,0,0,0
4,2,24,0,0,0
5,0,0,1101.82,1012.99,1.00468
5,0,1,1160.64,1048.54,0.873259
5,0,2,1142.66,1042.63,0.7700319999999999
5,0,3,1119.34,1101.57,0.506633
5,0,4,1095.57,1089.75,0.549773
5,0,5,1201.46,1054.38,0.9566589999999999
5,0,6,1190,1148.93,0.931426
5,0,7,1107.78,1101.26,0.914584
5,0,8,1189.75,1201.82,0.908198
5,0,9,1154.33,1201.6,0.9428989999999999
5,0,10,1113.59,1325.18,0.8638779999999999
5,0,11,1189.69,1436.95,0.9151100000000001
5,0,12,1207.62,1207.54,0.873417
5,0,13,1207.78,1342.88,0.9103589999999999
5,0,14,1248.75,1472.31,0.919408
5,0,15,1101.53,1001.56,0.25512599999999996
5,0,16,1107.7,1007.13,0.9516779999999999
5,0,17,0,0,0
5,0,18,1148.94,1007.01,0.9584539999999999
5,0,19,1195.72,1484.52,0.943701
5,0,20,1213.46,1490.33,0.8217629999999999
5,0,21,1260.61,1478.31,0.9032279999999999
5,0,22,1142.75,1478.08,0.854695
5,0,23,1142.65,1460.69,0.7534449999999999
5,0,24,1201.6,1437.39,0.7734789999999999
5,1,0,1920.05,606.909,0.8373809999999999
5,1,1,1920.01,648.13,0.8756309999999999
5,1,2,1866.92,648.123,0.884303
5,1,3,1854.99,730.816,0.975142
5,1,4,1896.32,777.779,0.931881
5,1,5,1978.97,642.363,0.8759779999999999
5,1,6,1996.34,724.925,0.9374509999999999
5,1,7,1955.38,777.471,0.952314
5,1,8,1919.98,772.02,0.867398
5,1,9,1890.55,772.038,0.8730859999999999
5,1,10,1861.06,836.713,0.775708
5,1,11,1855.18,971.933,0.8348300000000001
5,1,12,1955.41,771.933,0.914376
5,1,13,1973.04,824.853,0.77046
5,1,14,1967.19,966.186,0.7972859999999999
5,1,15,1908.45,589.579,0.9205909999999999
5,1,16,1943.31,589.562,0.8870889999999999
5,1,17,1902.16,589.533,0.8444069999999999
5,1,18,1949.66,589.598,0.825199
5,1,19,1955.58,1001.55,0.6034700000000001
5,1,20,1990.59,1001.35,0.602167
5,1,21,1961.35,977.883,0.5839989999999999
5,1,22,1855.38,1013.08,0.641965
5,1,23,1831.73,1007.34,0.592013
5,1,24,1860.97,978.056,0.6640600000000001
5,2,0,2379.45,1854.96,0.66391
5,2,1,2514.92,1855.42,0.8960859999999999
5,2,2,2550.03,1784.59,0.734464
5,2,3,2520.48,1931.7,0.0789232
5,2,4,0,0,0
5,2,5,2473.73,1914.28,0.802948
5,2,6,2397,2090.76,0.8738619999999999
5,2,7,2302.81,2149.82,0.338232
5,2,8,2585.38,2102.74,0.614309
5,2,9,2626.47,2090.85,0.5530889999999999
5,2,10,0,0,0
5,2,11,0,0,0
5,2,12,2561.73,2149.68,0.638728
5,2,13,0,0,0
5,2,14,0,0,0
5,2,15,0,0,0
5,2,16,2379.5,1825.74,0.656895
5,2,17,0,0,0
5,2,18,2426.52,1814.17,0.783706
5,2,19,0,0,0
5,2,20,0,0,0
5,2,21,0,0,0
5,2,22,0,0,0
5,2,23,0,0,0
5,2,24,0,0,0
6,0,0,1101.48,1013.1,0.984649
6,0,1,1154.73,1048.58,0.915481
6,0,2,1131.09,1042.68,0.763462
6,0,3,1119.2,1101.76,0.620686
6,0,4,1089.72,1089.71,0.6067049999999999
6,0,5,1195.64,1054.43,0.9655500000000001
6,0,6,1178.19,1154.46,0.8913139999999999
6,0,7,1107.4,1101.38,0.948021
6,0,8,1178.1,1207.53,0.8734029999999999
6,0,9,1148.61,1201.92,0.9335169999999999
6,0,10,1107.51,1331.02,0.934503
6,0,11,1160.49,1437.35,0.922825
6,0,12,1201.91,1207.75,0.8868039999999999
6,0,13,1207.47,1342.92,0.951785
6,0,14,1248.79,1472.32,0.9398829999999999
6,0,15,1095.7,1001.57,0.302939
6,0,16,1107.28,1007.23,0.985108
6,0,17,0,0,0
6,0,18,1148.55,1007.01,0.950823
6,0,19,1195.8,1490.22,0.885255
6,0,20,1219.33,1496.08,0.8081539999999999
6,0,21,1266.44,1478.38,0.9205369999999999
6,0,22,1107.76,1478.67,0.927593
6,0,23,1107.78,1472.6,0.875923
6,0,24,1189.96,1448.98,0.7579739999999999
6,1,0,1920.07,601.206,0.837847
6,1,1,1920.04,648.148,0.87516
6,1,2,1866.97,648.152,0.8802869999999999
6,1,3,1855,730.822,0.984609
6,1,4,1896.27,777.844,0.931045
6,1,5,1984.6,642.372,0.875242
6,1,6,1996.35,724.837,0.939553
6,1,7,1955.39,772.112,0.960996
6,1,8,1920,771.943,0.8703569999999999
6,1,9,1890.56,771.965,0.8782639999999999
6,1,10,1861,836.677,0.796674
6,1,11,1855.27,966.413,0.865278
6,1,12,1955.41,771.864,0.916234
6,1,13,1978.82,824.98,0.777567
6,1,14,1973.07,966.223,0.8144979999999999
6,1,15,1908.47,589.526,0.9242589999999999
6,1,16,1943.32,589.506,0.8921089999999999
6,1,17,1902.2,589.536,0.845861
6,1,18,1949.7,589.578,0.83823
6,1,19,1955.59,1007.15,0.695097
6,1,20,1990.73,1001.48,0.68227
6,1,21,1972.91,977.927,0.6184339999999999
6,1,22,1855.4,1007.52,0.697881
6,1,23,1831.78,1007.22,0.63563
6,1,24,1861.11,978.001,0.699955
6,2,0,2379.36,1855.26,0.596015
6,2,1,2508.92,1855.3,0.864684
6,2,2,2538.23,1778.65,0.767431
6,2,3,2526.44,1937.6,0.07771
6,2,4,0,0,0
6,2,5,2467.73,1914.13,0.8142809999999999
6,2,6,2385.21,2090.77,0.904666
6,2,7,2302.75,2149.82,0.317793
6,2,8,2591.22,2096.84,0.628002
6,2,9,2632.35,2084.87,0.555819
6,2,10,0,0,0
6,2,11,0,0,0
6,2,12,2561.78,2149.65,0.617968
6,2,13,0,0,0
6,2,14,0,0,0
6,2,15,0,0,0
6,2,16,2379.42,1837.55,0.562086
6,2,17,2467.63,1773.02,0.057626399999999994
6,2,18,2426.27,1814.26,0.781886
6,2,19,0,0,0
6,2,20,0,0,0
6,2,21,0,0,0
6,2,22,0,0,0
6,2,23,0,0,0
6,2,24,0,0,0
7,0,0,1920.02,601.196,0.839831
7,0,1,1920.04,648.149,0.875274
7,0,2,1866.96,648.147,0.881628
7,0,3,1855.02,730.816,0.9856800000000001
7,0,4,1896.26,777.85,0.930828
7,0,5,1978.99,642.39,0.8726800000000001
7,0,6,1996.34,724.89,0.9401419999999999
7,0,7,1955.34,777.438,0.958143
7,0,8,1919.97,771.969,0.871177
7,0,9,1890.53,771.988,0.8781589999999999
7,0,10,1861.07,836.694,0.794867
7,0,11,1855.29,971.956,0.858167
7,0,12,1955.4,771.895,0.918659
7,0,13,1973.02,825.099,0.7792479999999999
7,0,14,1973,966.338,0.814815
7,0,15,1908.44,589.513,0.9280339999999999
7,0,16,1937.75,589.512,0.890138
7,0,17,1902.2,589.523,0.841455
7,0,18,1949.67,589.588,0.835073
7,0,19,1955.54,1007.22,0.689556
7,0,20,1990.66,1007.07,0.675626
7,0,21,1967.16,983.761,0.620275
7,0,22,1855.45,1007.55,0.686
7,0,23,1837.53,1007.26,0.627602
7,0,24,1861.11,983.748,0.691425
7,1,0,1083.92,1013.39,0.915821
7,1,1,1154.29,1054.29,0.927511
7,1,2,1125.12,1048.57,0.760037
7,1,3,1107.53,1107.6,0.575819
7,1,4,1072.26,1095.65,0.574997
7,1,5,1183.85,1054.57,0.903177
7,1,6,1154.6,1154.65,0.977188
7,1,7,1101.37,1101.33,0.9820439999999999
7,1,8,1154.88,1213.49,0.892003
7,1,9,1136.78,1207.65,0.856329
7,1,10,1107.26,1337.1,0.990375
7,1,11,1113.37,1472.56,0.915885
7,1,12,1195.71,1219.35,0.879089
7,1,13,1201.62,1343.1,0.9596349999999999
7,1,14,1248.63,1460.8,0.913439
7,1,15,1066.48,1007.39,0.20804799999999998
7,1,16,1095.61,1007.48,0.9466789999999999
7,1,17,0,0,0
7,1,18,1125.19,1007.33,0.8997189999999999
7,1,19,1195.72,1490.14,0.9422149999999999
7,1,20,1225.14,1496.05,0.808236
7,1,21,1260.69,1472.54,0.8410829999999999
7,1,22,1060.4,1490.28,0.829329
7,1,23,1060.4,1484.14,0.849223
7,1,24,1136.95,1478.64,0.8927229999999999
7,2,0,2349.94,1861.06,0.43637000000000004
7,2,1,2479.48,1855.22,0.8388100000000001
7,2,2,2520.61,1772.92,0.7480100000000001
7,2,3,2514.76,1943.49,0.0651032
7,2,4,0,0,0
7,2,5,2455.74,1920.16,0.742139
7,2,6,2373.34,2090.97,0.91078
7,2,7,2291.07,2149.82,0.265899
7,2,8,2573.76,2096.81,0.599293
7,2,9,2614.85,2079,0.519542
7,2,10,0,0,0
7,2,11,0,0,0
7,2,12,2561.6,2149.66,0.598124
7,2,13,0,0,0
7,2,14,0,0,0
7,2,15,0,0,0
7,2,16,2349.77,1849.22,0.42447199999999996
7,2,17,2432.22,1790.45,0.072658
7,2,18,2390.98,1825.87,0.620037
7,2,19,0,0,0
7,2,20,0,0,0
7,2,21,0,0,0
7,2,22,0,0,0
7,2,23,0,0,0
7,2,24,0,0,0
8,0,0,1919.95,601.192,0.8432200000000001
8,0,1,1920.04,648.153,0.8738900000000001
8,0,2,1866.97,648.131,0.8807919999999999
8,0,3,1855.03,730.784,0.9871300000000001
8,0,4,1896.23,777.859,0.9260200000000001
8,0,5,1978.97,642.407,0.8699629999999999
8,0,6,1996.36,724.837,0.9403819999999999
8,0,7,1955.41,772.094,0.957869
8,0,8,1919.98,771.966,0.871815
8,0,9,1890.55,771.982,0.8808809999999999
8,0,10,1861.11,842.56,0.789231
